Row,NaturalFrequency,DampingRatio,TimeConstant,HalfTime,Pole
Phugoid,0.0465251098386381,0.0888198293930673,241.99291903467,167.736709544353,-0.00413235231836155+0.0463412290494574i
Phugoid Conjugate,0.0465251098386381,0.0888198293930673,241.99291903467,167.736709544353,-0.00413235231836155+-0.0463412290494574i
Short Period,1.881116323579,0.4292469611194,1.23844612523025,0.858425439978735,-0.807463465408383+1.69900011031961i
Short Period Conjugate,1.881116323579,0.4292469611194,1.23844612523025,0.858425439978735,-0.807463465408383+-1.69900011031961i
Spiral,0.00742989420442451,1,134.591418462527,93.2916622348641,-0.00742989420442451+0i
Aperiodic Roll,2.44133386713625,1,0.409612144189449,0.28392150286803,-2.44133386713625+0i
Dutch Roll,3.51015049828831,0.0837344158231828,3.40228168970109,2.35828196068704,-0.293920401425625+3.49782322570187i
Dutch Roll Conjugate,3.51015049828831,0.0837344158231828,3.40228168970109,2.35828196068704,-0.293920401425625+-3.49782322570187i
